

 
Date,Batter,Tm,Opp,Pitcher,WPA,RE24,LI
1973-05-01,Gene Tenace,OAK,@MIL,Jim Colborn\batter_vs_pitcher.cgi?pitcher=colboji01&batter=tenacge01,0.11,1.00,.40
1973-05-01,John Briggs,MIL,OAK,Blue Moon Odom\batter_vs_pitcher.cgi?pitcher=odombl01&batter=briggjo02,0.37,1.00,2.22
1973-05-01,Bobby Murcer,NYY,KCR,Tom Burgmeier\batter_vs_pitcher.cgi?pitcher=burgmto01&batter=murcebo01,0.04,1.66,.49
1973-05-01,Jim Wynn,HOU,@PHI,Steve Carlton\batter_vs_pitcher.cgi?pitcher=carltst01&batter=wynnji01,0.15,1.00,.86
1973-05-01,Joe Torre,STL,@SDP,Mike Corkins\batter_vs_pitcher.cgi?pitcher=corkimi01&batter=torrejo01,0.21,1.76,1.29
1973-05-01,Gary Thomasson,SFG,PIT,Bob Moose\batter_vs_pitcher.cgi?pitcher=moosebo01&batter=thomaga01,0.06,1.00,.27
1973-05-01,Chris Arnold,SFG,PIT,Ramon Hernandez\batter_vs_pitcher.cgi?pitcher=hernara01&batter=arnolch01,0.01,3.34,.06
1973-05-02,Orlando Cepeda,BOS,TEX,Pete Broberg\batter_vs_pitcher.cgi?pitcher=brobepe01&batter=cepedor01,0.24,3.33,2.57
1973-05-02,Mike Epstein,TEX,@BOS,Luis Tiant\batter_vs_pitcher.cgi?pitcher=tiantlu01&batter=epstemi01,0.04,1.00,.31
1973-05-02,Ken Suarez,TEX,@BOS,Luis Tiant\batter_vs_pitcher.cgi?pitcher=tiantlu01&batter=suareke01,0.02,1.00,.27
1973-05-02,Aurelio Rodriguez,DET,CAL,Nolan Ryan\batter_vs_pitcher.cgi?pitcher=ryanno01&batter=rodriau01,0.10,1.00,.62
1973-05-02,Bob Oliver,CAL,@DET,Mickey Lolich\batter_vs_pitcher.cgi?pitcher=lolicmi01&batter=olivebo01,0.26,1.87,1.06
1973-05-02,Willie Davis,LAD,CHC,Milt Pappas\batter_vs_pitcher.cgi?pitcher=pappami01&batter=daviswi02,0.12,1.00,.92
1973-05-02,Willie Davis,LAD,CHC,Jack Aker\batter_vs_pitcher.cgi?pitcher=akerja01&batter=daviswi02,0.11,1.88,.46
1973-05-02,Mike Hegan,OAK,@MIL,Jerry Bell\batter_vs_pitcher.cgi?pitcher=bellje01&batter=heganmi01,0.21,1.00,.79
1973-05-02,Gene Tenace,OAK,@MIL,Ray Newman\batter_vs_pitcher.cgi?pitcher=newmara01&batter=tenacge01,0.12,2.37,1.26
1973-05-02,George Mitterwald,MIN,CLE,Brent Strom\batter_vs_pitcher.cgi?pitcher=strombr01&batter=mittege01,0.10,1.62,.94
1973-05-02,Johnny Bench,CIN,@NYM,Tom Seaver\batter_vs_pitcher.cgi?pitcher=seaveto01&batter=benchjo01,0.18,1.00,.96
1973-05-02,Pete Rose,CIN,@NYM,Tom Seaver\batter_vs_pitcher.cgi?pitcher=seaveto01&batter=rosepe01,0.21,1.88,.87
1973-05-02,Dave Concepcion,CIN,@NYM,Ray Sadecki\batter_vs_pitcher.cgi?pitcher=sadecra01&batter=conceda01,0.02,1.39,.10
1973-05-02,Mike Anderson,PHI,HOU,Dave Roberts\batter_vs_pitcher.cgi?pitcher=roberda05&batter=andermi01,0.16,1.00,1.36
1973-05-02,Bob Watson,HOU,@PHI,Jim Lonborg\batter_vs_pitcher.cgi?pitcher=lonboji01&batter=watsobo01,0.18,1.00,.97
1973-05-02,Lou Brock,STL,@SDP,Clay Kirby\batter_vs_pitcher.cgi?pitcher=kirbycl01&batter=brocklo01,0.21,1.64,1.87
1973-05-02,Jose Cruz,STL,@SDP,Clay Kirby\batter_vs_pitcher.cgi?pitcher=kirbycl01&batter=cruzjo01,0.25,2.69,1.62
1973-05-03,Rusty Staub,NYM,CIN,Jim McGlothlin\batter_vs_pitcher.cgi?pitcher=mcgloji01&batter=staubru01,0.17,2.18,2.18
1973-05-03,Larry Stahl,CIN,@NYM,Hank Webb\batter_vs_pitcher.cgi?pitcher=webbha01&batter=stahlla01,0.36,2.68,2.19
1973-05-03,Al Oliver,PIT,@SFG,Jim Willoughby\batter_vs_pitcher.cgi?pitcher=willoji01&batter=oliveal01,0.17,1.75,1.15
1973-05-03,Al Oliver,PIT,@SFG,Jim Willoughby\batter_vs_pitcher.cgi?pitcher=willoji01&batter=oliveal01,0.20,3.34,2.17
1973-05-03,Milt May,PIT,@SFG,Sam McDowell\batter_vs_pitcher.cgi?pitcher=mcdowsa01&batter=maymi01,0.01,2.51,.03
1973-05-03,Willie McCovey,SFG,PIT,Nelson Briles\batter_vs_pitcher.cgi?pitcher=brilene01&batter=mccovwi01,0.00,1.00,.00
1973-05-04,Oscar Gamble,CLE,OAK,Catfish Hunter\batter_vs_pitcher.cgi?pitcher=hunteca01&batter=gamblos01,0.00,1.00,.00
1973-05-04,George Hendrick,CLE,OAK,Catfish Hunter\batter_vs_pitcher.cgi?pitcher=hunteca01&batter=hendrge01,0.00,1.00,.00
1973-05-04,Willie Horton,DET,TEX,Dick Bosman\batter_vs_pitcher.cgi?pitcher=bosmadi01&batter=hortowi01,0.18,1.87,.79
1973-05-04,John Mayberry,KCR,@MIL,Jim Slaton\batter_vs_pitcher.cgi?pitcher=slatoji01&batter=maybejo01,0.11,1.00,.93
1973-05-04,Dave May,MIL,KCR,Steve Busby\batter_vs_pitcher.cgi?pitcher=busbyst01&batter=mayda01,0.05,1.00,.43
1973-05-04,Rico Petrocelli,BOS,@MIN,Jim Kaat\batter_vs_pitcher.cgi?pitcher=kaatji01&batter=petrori01,0.11,2.50,.81
1973-05-04,Bobby Tolan,CIN,@MON,Mike Torrez\batter_vs_pitcher.cgi?pitcher=torremi01&batter=tolanbo01,0.16,1.75,1.05
1973-05-04,Ron Fairly,MON,CIN,Clay Carroll\batter_vs_pitcher.cgi?pitcher=carrocl02&batter=fairlro01,0.10,1.75,.67
1973-05-04,Cesar Cedeno,HOU,@NYM,Jerry Koosman\batter_vs_pitcher.cgi?pitcher=koosmje01&batter=cedence01,0.06,1.00,.63
1973-05-04,Darrell Evans,ATL,@PHI,Bill Wilson\batter_vs_pitcher.cgi?pitcher=wilsobi03&batter=evansda01,0.49,1.88,2.27
1973-05-04,Dave Cash,PIT,@SDP,Gary Ross\batter_vs_pitcher.cgi?pitcher=rossga01&batter=cashda01,0.08,2.40,.76
1973-05-04,Rennie Stennett,PIT,@SDP,Steve Arlin\batter_vs_pitcher.cgi?pitcher=arlinst01&batter=stennre01,0.01,1.80,.06
1973-05-04,Dave Hilton,SDP,PIT,Steve Blass\batter_vs_pitcher.cgi?pitcher=blassst01&batter=hiltoda01,0.00,2.54,.01
1973-05-04,Rennie Stennett,PIT,@SDP,Rich Troedson\batter_vs_pitcher.cgi?pitcher=troedri01&batter=stennre01,0.00,1.76,.01
1973-05-04,Rick Monday,CHC,@SFG,Juan Marichal\batter_vs_pitcher.cgi?pitcher=maricju01&batter=mondari01,0.10,1.00,.87
1973-05-04,Chris Speier,SFG,CHC,Fergie Jenkins\batter_vs_pitcher.cgi?pitcher=jenkife01&batter=speiech01,0.15,1.59,1.15
1973-05-04,Joe Pepitone,CHC,@SFG,Juan Marichal\batter_vs_pitcher.cgi?pitcher=maricju01&batter=pepitjo01,0.13,1.00,.46
1973-05-04,Dave Kingman,SFG,CHC,Fergie Jenkins\batter_vs_pitcher.cgi?pitcher=jenkife01&batter=kingmda01,0.13,1.00,.57
1973-05-05,Bob Oliver,CAL,@BAL,Mike Cuellar\batter_vs_pitcher.cgi?pitcher=cuellmi01&batter=olivebo01,0.13,1.00,1.14
1973-05-05,Chris Chambliss,CLE,OAK,Blue Moon Odom\batter_vs_pitcher.cgi?pitcher=odombl01&batter=chambch01,0.22,1.88,.90
1973-05-05,Al Kaline,DET,TEX,Mike Paul\batter_vs_pitcher.cgi?pitcher=paulmi01&batter=kalinal01,0.13,1.00,1.07
1973-05-05,Willie Crawford,LAD,STL,Jim Bibby\batter_vs_pitcher.cgi?pitcher=bibbyji01&batter=crawfwi01,0.20,2.53,1.71
1973-05-05,Ron Woods,MON,CIN,Don Gullett\batter_vs_pitcher.cgi?pitcher=gulledo01&batter=woodsro01,0.50,2.37,3.61
1973-05-05,Johnny Edwards,HOU,@NYM,Jim McAndrew\batter_vs_pitcher.cgi?pitcher=mcandji01&batter=edwarjo01,0.12,1.00,.64
1973-05-05,Cesar Cedeno,HOU,@NYM,Jim McAndrew\batter_vs_pitcher.cgi?pitcher=mcandji01&batter=cedence01,0.11,1.00,.40
1973-05-05,Henry Aaron,ATL,@PHI,Steve Carlton\batter_vs_pitcher.cgi?pitcher=carltst01&batter=aaronha01,0.11,1.00,.39
1973-05-05,Dusty Baker,ATL,@PHI,Steve Carlton\batter_vs_pitcher.cgi?pitcher=carltst01&batter=bakerdu01,0.02,1.00,.12
1973-05-05,Nate Colbert,SDP,PIT,Dock Ellis\batter_vs_pitcher.cgi?pitcher=ellisdo01&batter=colbena01,0.31,2.40,2.58
1973-05-05,Milt May,PIT,@SDP,Mike Corkins\batter_vs_pitcher.cgi?pitcher=corkimi01&batter=maymi01,0.12,1.00,1.10
1973-05-05,Bob Robertson,PIT,@SDP,Vicente Romo\batter_vs_pitcher.cgi?pitcher=romovi01&batter=roberbo01,0.22,1.00,1.73
1973-05-05,Ron Santo,CHC,@SFG,Randy Moffitt\batter_vs_pitcher.cgi?pitcher=moffira01&batter=santoro01,0.13,1.79,.95
1973-05-06,Alex Johnson,TEX,@DET,Mickey Lolich\batter_vs_pitcher.cgi?pitcher=lolicmi01&batter=johnsal01,0.14,1.61,1.29
1973-05-06,Joe Ferguson,LAD,STL,Alan Foster\batter_vs_pitcher.cgi?pitcher=fosteal01&batter=fergujo01,0.12,1.00,.65
1973-05-06,John Mayberry,KCR,@MIL,Jerry Bell\batter_vs_pitcher.cgi?pitcher=bellje01&batter=maybejo01,0.12,1.00,.64
1973-05-06,John Briggs,MIL,KCR,Dick Drago\batter_vs_pitcher.cgi?pitcher=dragodi01&batter=briggjo02,0.16,1.00,1.36
1973-05-06,Darrell Porter,MIL,KCR,Dick Drago\batter_vs_pitcher.cgi?pitcher=dragodi01&batter=porteda02,0.30,1.00,1.36
1973-05-06,Bobby Darwin,MIN,BOS,Luis Tiant\batter_vs_pitcher.cgi?pitcher=tiantlu01&batter=darwibo01,0.17,1.62,1.64
1973-05-06,Larry Hisle,MIN,BOS,Luis Tiant\batter_vs_pitcher.cgi?pitcher=tiantlu01&batter=hislela01,0.14,1.00,1.17
1973-05-06,Joe Lis,MIN,BOS,Lynn McGlothen\batter_vs_pitcher.cgi?pitcher=mcgloly01&batter=lisjo01,0.00,1.00,.01
1973-05-06,Johnny Bench,CIN,@MON,Mike Marshall\batter_vs_pitcher.cgi?pitcher=marshmi01&batter=benchjo01,0.03,1.00,.19
1973-05-06,Dave Concepcion,CIN,@MON,John Strohmayer\batter_vs_pitcher.cgi?pitcher=strohjo01&batter=conceda01,0.00,1.00,.03
1973-05-06,Bob Watson,HOU,@NYM,Tug McGraw\batter_vs_pitcher.cgi?pitcher=mcgratu01&batter=watsobo01,0.31,2.53,1.96
1973-05-06,Lee May,HOU,@NYM,Ray Sadecki\batter_vs_pitcher.cgi?pitcher=sadecra01&batter=mayle01,0.14,3.36,1.73
1973-05-06,Dusty Baker,ATL,@PHI,Larry Christenson\batter_vs_pitcher.cgi?pitcher=chrisla01&batter=bakerdu01,0.13,1.00,1.08
1973-05-06,Mike Ryan,PHI,ATL,Gary Gentry\batter_vs_pitcher.cgi?pitcher=gentrga01&batter=ryanmi02,0.16,1.00,1.36
1973-05-06,Johnny Grubb,SDP,PIT,Bob Moose\batter_vs_pitcher.cgi?pitcher=moosebo01&batter=grubbjo01,0.11,1.60,.83
1973-05-06,Cito Gaston,SDP,PIT,Jim McKee\batter_vs_pitcher.cgi?pitcher=mckeeji02&batter=gastoci01,0.03,1.00,.24
1973-05-06 (1),Joe Rudi,OAK,@CLE,Steve Dunning\batter_vs_pitcher.cgi?pitcher=dunnist01&batter=rudijo01,0.01,1.00,.07
1973-05-06 (1),Billy Williams,CHC,@SFG,Jim Barr\batter_vs_pitcher.cgi?pitcher=barrji01&batter=willibi01,0.10,1.00,.40
1973-05-06 (1),Dave Kingman,SFG,CHC,Milt Pappas\batter_vs_pitcher.cgi?pitcher=pappami01&batter=kingmda01,0.19,2.09,1.85
1973-05-06 (1),Randy Hundley,CHC,@SFG,Jim Barr\batter_vs_pitcher.cgi?pitcher=barrji01&batter=hundlra01,0.08,1.00,.32
1973-05-06 (1),Joe Pepitone,CHC,@SFG,Jim Barr\batter_vs_pitcher.cgi?pitcher=barrji01&batter=pepitjo01,0.20,1.75,1.33
1973-05-06 (1),Gary Matthews,SFG,CHC,Milt Pappas\batter_vs_pitcher.cgi?pitcher=pappami01&batter=matthga01,0.12,1.00,.79
1973-05-06 (1),Bobby Bonds,SFG,CHC,Jack Aker\batter_vs_pitcher.cgi?pitcher=akerja01&batter=bondsbo01,0.44,1.88,2.26
1973-05-06 (2),Deron Johnson,OAK,@CLE,Brent Strom\batter_vs_pitcher.cgi?pitcher=strombr01&batter=johnsde01,0.23,1.88,.93
1973-05-06 (2),Gene Tenace,OAK,@CLE,Brent Strom\batter_vs_pitcher.cgi?pitcher=strombr01&batter=tenacge01,0.11,1.00,.89
1973-05-06 (2),Sal Bando,OAK,@CLE,Ray Lamb\batter_vs_pitcher.cgi?pitcher=lambra01&batter=bandosa01,0.09,1.74,.63
1973-05-06 (2),Adrian Garrett,CHC,@SFG,Jim Willoughby\batter_vs_pitcher.cgi?pitcher=willoji01&batter=garread01,0.16,1.62,1.67
1973-05-07,Deron Johnson,OAK,@BAL,Doyle Alexander\batter_vs_pitcher.cgi?pitcher=alexado01&batter=johnsde01,0.01,1.00,.10
1973-05-07,Willie Stargell,PIT,@LAD,Don Sutton\batter_vs_pitcher.cgi?pitcher=suttodo01&batter=stargwi01,0.10,1.00,.91
1973-05-07,Dave Cash,PIT,@LAD,Don Sutton\batter_vs_pitcher.cgi?pitcher=suttodo01&batter=cashda01,0.08,1.00,.56
1973-05-07,Richie Hebner,PIT,@LAD,Don Sutton\batter_vs_pitcher.cgi?pitcher=suttodo01&batter=hebneri01,0.12,1.00,1.19
1973-05-07,Manny Sanguillen,PIT,@LAD,Don Sutton\batter_vs_pitcher.cgi?pitcher=suttodo01&batter=sanguma01,0.22,1.00,.79
1973-05-07,Al Oliver,PIT,@LAD,Don Sutton\batter_vs_pitcher.cgi?pitcher=suttodo01&batter=oliveal01,0.24,1.00,.75
1973-05-07,Cesar Cedeno,HOU,@MON,Ernie McAnally\batter_vs_pitcher.cgi?pitcher=mcanaer01&batter=cedence01,0.03,1.00,.24
1973-05-07,Dusty Baker,ATL,@NYM,Tom Seaver\batter_vs_pitcher.cgi?pitcher=seaveto01&batter=bakerdu01,0.21,1.00,1.73
1973-05-07,Jose Cardenal,CHC,@SDP,Bill Greif\batter_vs_pitcher.cgi?pitcher=greifbi01&batter=cardejo02,0.03,1.00,.40
1973-05-08,Dave Duncan,CLE,CAL,Clyde Wright\batter_vs_pitcher.cgi?pitcher=wrighcl01&batter=duncada01,0.11,1.00,.67
1973-05-08,Amos Otis,KCR,DET,Woodie Fryman\batter_vs_pitcher.cgi?pitcher=frymawo01&batter=otisam01,0.11,1.00,.63
1973-05-08,Paul Schaal,KCR,DET,Tom Timmermann\batter_vs_pitcher.cgi?pitcher=timmeto01&batter=schaapa01,0.01,1.58,.06
1973-05-08,Al Oliver,PIT,@LAD,Andy Messersmith\batter_vs_pitcher.cgi?pitcher=messean01&batter=oliveal01,0.11,1.00,.39
1973-05-08,Willie Stargell,PIT,@LAD,Andy Messersmith\batter_vs_pitcher.cgi?pitcher=messean01&batter=stargwi01,0.14,1.00,.51
1973-05-08,Ron Cey,LAD,PIT,Nelson Briles\batter_vs_pitcher.cgi?pitcher=brilene01&batter=ceyro01,0.14,2.69,1.01
1973-05-08,Willie Stargell,PIT,@LAD,Andy Messersmith\batter_vs_pitcher.cgi?pitcher=messean01&batter=stargwi01,0.05,1.63,.61
1973-05-08,Ron Blomberg,NYY,@MIN,Dick Woodson\batter_vs_pitcher.cgi?pitcher=woodsdi01&batter=blombro01,0.20,2.35,1.88
1973-05-08,Tony Oliva,MIN,NYY,Lindy McDaniel\batter_vs_pitcher.cgi?pitcher=mcdanli01&batter=olivato01,0.00,1.00,.00
1973-05-08,Tommie Agee,HOU,@MON,Steve Renko\batter_vs_pitcher.cgi?pitcher=renkost01&batter=ageeto01,0.10,1.00,.38
1973-05-08,Ron Fairly,MON,HOU,Ken Forsch\batter_vs_pitcher.cgi?pitcher=forscke01&batter=fairlro01,0.11,1.00,.97
1973-05-08,Cesar Cedeno,HOU,@MON,Steve Renko\batter_vs_pitcher.cgi?pitcher=renkost01&batter=cedence01,0.12,1.00,1.03
1973-05-08,Davey Johnson,ATL,@NYM,Jon Matlack\batter_vs_pitcher.cgi?pitcher=matlajo01&batter=johnsda02,0.14,1.00,.80
1973-05-08,Davey Johnson,ATL,@NYM,Phil Hennigan\batter_vs_pitcher.cgi?pitcher=henniph01&batter=johnsda02,0.41,3.36,4.90
1973-05-08,Johnny Bench,CIN,@PHI,Jim Lonborg\batter_vs_pitcher.cgi?pitcher=lonboji01&batter=benchjo01,0.05,2.37,.49
1973-05-08,Rick Monday,CHC,@SDP,Fred Norman\batter_vs_pitcher.cgi?pitcher=normafr01&batter=mondari01,0.34,1.89,1.13
1973-05-08,Bobby Bonds,SFG,STL,Bob Gibson\batter_vs_pitcher.cgi?pitcher=gibsobo01&batter=bondsbo01,0.10,1.00,.87
1973-05-08,Willie McCovey,SFG,STL,Bob Gibson\batter_vs_pitcher.cgi?pitcher=gibsobo01&batter=mccovwi01,0.13,1.00,1.07
1973-05-08,Dave Kingman,SFG,STL,Bob Gibson\batter_vs_pitcher.cgi?pitcher=gibsobo01&batter=kingmda01,0.10,1.00,.82
1973-05-08,Bobby Bonds,SFG,STL,Bob Gibson\batter_vs_pitcher.cgi?pitcher=gibsobo01&batter=bondsbo01,0.21,1.62,1.91
1973-05-08,Jose Cruz,STL,@SFG,Randy Moffitt\batter_vs_pitcher.cgi?pitcher=moffira01&batter=cruzjo01,0.04,1.38,.72
1973-05-09,Reggie Jackson,OAK,@BAL,Dave McNally\batter_vs_pitcher.cgi?pitcher=mcnalda01&batter=jacksre01,0.13,1.00,.69
1973-05-09,Al Bumbry,BAL,OAK,Catfish Hunter\batter_vs_pitcher.cgi?pitcher=hunteca01&batter=bumbral01,0.11,1.00,1.75
1973-05-09,Rich Coggins,BAL,OAK,Catfish Hunter\batter_vs_pitcher.cgi?pitcher=hunteca01&batter=coggiri01,0.44,1.00,3.39
1973-05-09,John Mayberry,KCR,DET,Jim Perry\batter_vs_pitcher.cgi?pitcher=perryji01&batter=maybejo01,0.09,1.00,.38
1973-05-09,Norm Cash,DET,@KCR,Doug Bird\batter_vs_pitcher.cgi?pitcher=birddo01&batter=cashno01,0.07,1.00,.39
1973-05-09,Manny Sanguillen,PIT,@LAD,Claude Osteen\batter_vs_pitcher.cgi?pitcher=osteecl01&batter=sanguma01,0.25,1.76,1.60
1973-05-09,Bob Robertson,PIT,@LAD,Claude Osteen\batter_vs_pitcher.cgi?pitcher=osteecl01&batter=roberbo01,0.15,1.76,1.14
1973-05-09,Bob Coluccio,MIL,TEX,Dick Bosman\batter_vs_pitcher.cgi?pitcher=bosmadi01&batter=colucbo01,0.10,1.00,.87
1973-05-09,Dave May,MIL,TEX,Dick Bosman\batter_vs_pitcher.cgi?pitcher=bosmadi01&batter=mayda01,0.10,1.00,.53
1973-05-09,Dave May,MIL,TEX,Don Stanhouse\batter_vs_pitcher.cgi?pitcher=stanhdo01&batter=mayda01,0.05,1.00,.42
1973-05-09,Jeff Burroughs,TEX,@MIL,Jim Colborn\batter_vs_pitcher.cgi?pitcher=colboji01&batter=burroje01,0.05,1.00,.39
1973-05-09,Rusty Staub,NYM,ATL,Phil Niekro\batter_vs_pitcher.cgi?pitcher=niekrph01&batter=staubru01,0.02,1.00,.11
1973-05-09,Johnny Bench,CIN,@PHI,Steve Carlton\batter_vs_pitcher.cgi?pitcher=carltst01&batter=benchjo01,0.16,1.59,1.24
1973-05-09,Willie Montanez,PHI,CIN,Don Gullett\batter_vs_pitcher.cgi?pitcher=gulledo01&batter=montawi01,0.23,1.88,.91
1973-05-09,Bill Robinson,PHI,CIN,Don Gullett\batter_vs_pitcher.cgi?pitcher=gulledo01&batter=robinbi02,0.22,1.88,.92
1973-05-09,Johnny Bench,CIN,@PHI,Steve Carlton\batter_vs_pitcher.cgi?pitcher=carltst01&batter=benchjo01,0.38,2.68,2.10
1973-05-09,Johnny Bench,CIN,@PHI,Steve Carlton\batter_vs_pitcher.cgi?pitcher=carltst01&batter=benchjo01,0.42,1.88,1.61
1973-05-09,Del Unser,PHI,CIN,Pedro Borbon\batter_vs_pitcher.cgi?pitcher=borbope01&batter=unserde01,0.31,1.00,2.46
1973-05-09,Dave Concepcion,CIN,@PHI,Barry Lersch\batter_vs_pitcher.cgi?pitcher=lerscba01&batter=conceda01,0.42,1.75,3.00
1973-05-09,Billy Williams,CHC,@SDP,Mike Corkins\batter_vs_pitcher.cgi?pitcher=corkimi01&batter=willibi01,0.19,1.76,1.17
1973-05-09,Randy Hundley,CHC,@SDP,Mike Corkins\batter_vs_pitcher.cgi?pitcher=corkimi01&batter=hundlra01,0.12,1.64,1.06
1973-05-09,Dave Hilton,SDP,CHC,Burt Hooton\batter_vs_pitcher.cgi?pitcher=hootobu01&batter=hiltoda01,0.06,1.00,.41
1973-05-09,Rick Monday,CHC,@SDP,Clay Kirby\batter_vs_pitcher.cgi?pitcher=kirbycl01&batter=mondari01,0.09,2.69,.68
1973-05-09,Ken Reitz,STL,@SFG,Ron Bryant\batter_vs_pitcher.cgi?pitcher=bryanro01&batter=reitzke01,0.19,1.75,1.26


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead.com</a>: <a href="https://stathead.com/baseball/event_finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">View Stathead Tool Used</a><br>Generated 8/20/2021.
